Match_Number,Match,Date,Year,Venue,Team_Batting_First,Team_Batting_Second,Bat_First_Runs_Scored,Bat_First_Wickets_Lost,Bat_First_Overs_Consumed,Bat_First_Overs_Allocated,Bat_Second_Runs_Scored,Bat_Second_Wickets_Lost,Bat_Second_Overs_Consumed,Bat_Second_Overs_Allocated,Winner,Winning_Team,Winning_Margin,Win_Type,Bat_First_Run_Rate,Bat_Second_Run_Rate,Balls_Remaining,Bat_First_5_ov_score,Bat_First_5_ov_wkts_lost,Bat_First_10_ov_score,Bat_First_10_ov_wkts_lost,Bat_First_15_ov_score,Bat_First_15_ov_wkts_lost,Bat_First_20_ov_score,Bat_First_20_ov_wkts_lost,Bat_Second_5_ov_score,Bat_Second_5_ov_wkts_lost,Bat_Second_5_ov_Req_RR,Bat_Second_10_ov_score,Bat_Second_10_ov_wkts_lost,Bat_Second_10_ov_Req_RR,Bat_Second_15_ov_score,Bat_Second_15_ov_wkts_lost,Bat_Second_15_ov_Req_RR,Bat_Second_20_ov_score,Bat_Second_20_ov_wkts_lost,Match_Time,Duckworth Lewis Used
203,League Match,Apr 25,2011,Chennai,Chennai,Pune,142,6,20,20,117,9,20,20,Chennai,FirstBatting,25,run,7.10,5.85,0,35,0,66,2,99,2,142,6,40,3,6.86,58,4,8.5,93,5,10.00,117,9,Evening,
204,League Match,Apr 26,2011,Delhi,Delhi,Bangalore,160,6,20,20,161,7,19.3,20,Bangalore,Chasing,3,wicket,8.00,8.26,3,34,1,69,3,115,3,160,6,62,1,6.6,97,4,6.4,117,5,8.80,161,7,Evening,
205,League Match,Apr 27,2011,Mumbai,Pune,Chennai,141,6,20,20,145,2,19.3,20,Chennai,Chasing,8,wicket,7.05,7.44,3,27,2,54,4,91,5,141,6,19,1,8.2,65,1,7.7,104,2,7.60,145,2,Afternoon,
206,League Match,Apr 27,2011,Kochi,Hyderabad,Kochi,129,7,20,20,74,10,16.3,20,Hyderabad,FirstBatting,55,run,6.45,4.48,21,19,2,37,3,90,3,129,7,23,6,7.13,45,6,8.5,73,7,11.40,,,Evening,
207,League Match,Apr 28,2011,Delhi,Kolkata,Delhi,148,7,20,20,131,9,20,20,Kolkata,FirstBatting,17,run,7.40,6.55,0,34,1,64,2,105,5,148,7,34,1,7.66,60,2,8.9,86,6,12.60,131,9,Evening,
208,League Match,Apr 29,2011,Jaipur,Mumbai,Rajasthan,94,8,20,20,95,3,18.1,20,Rajasthan,Chasing,7,wicket,4.70,5.23,11,29,2,50,4,67,4,94,8,17,1,5.2,46,1,4.9,73,2,4.40,,,Afternoon,
209,League Match,Apr 29,2011,Bangalore,Bangalore,Pune,181,5,20,20,155,5,20,20,Bangalore,FirstBatting,26,run,9.05,7.75,0,40,0,78,2,118,2,181,5,35,0,9.8,63,1,11.9,108,3,14.80,155,5,Evening,
210,League Match,Apr 30,2011,Kochi,Delhi,Kochi,157,7,20,20,119,10,18.5,20,Delhi,FirstBatting,38,run,7.85,6.32,7,31,2,46,3,94,4,157,7,29,3,8.6,51,4,10.7,92,5,13.20,,,Afternoon,
211,League Match,Apr 30,2011,Kolkata,Punjab,Kolkata,119,6,20,20,120,2,17.2,20,Kolkata,Chasing,8,wicket,5.95,6.92,16,35,1,55,4,86,5,119,6,40,2,5.33,71,2,4.9,102,2,3.60,,,Evening,
212,League Match,May 1,2011,Jaipur,Pune,Rajasthan,143,7,20,20,144,4,19.3,20,Rajasthan,Chasing,6,wicket,7.15,7.38,3,37,1,77,2,102,4,143,7,29,1,7.66,59,2,8.5,92,4,10.40,144,4,Afternoon,
213,League Match,May 1,2011,Chennai,Chennai,Hyderabad,165,5,20,20,146,8,20,20,Chennai,FirstBatting,19,run,8.25,7.30,0,26,1,58,1,96,2,165,5,57,0,7.26,88,1,7.8,118,3,9.60,146,8,Evening,
214,League Match,May 2,2011,Mumbai,Mumbai,Punjab,159,5,20,20,136,8,20,20,Mumbai,FirstBatting,23,run,7.95,6.80,0,24,1,67,1,114,2,159,5,18,1,9.46,62,1,9.8,101,4,11.80,136,8,Afternoon,
215,League Match,May 2,2011,Delhi,Delhi,Kochi,140,6,20,20,141,3,15,20,Kochi,Chasing,7,wicket,7.00,9.40,30,38,1,62,3,98,4,140,6,61,0,5.33,89,3,5.2,141,3,,,,Evening,
216,League Match,May 3,2011,Hyderabad,Kolkata,Hyderabad,169,4,20,20,149,6,20,20,Kolkata,FirstBatting,20,run,8.45,7.45,0,35,0,73,1,110,3,169,4,38,0,8.8,68,2,10.2,108,4,12.40,149,6,Evening,
217,League Match,May 4,2011,Chennai,Rajasthan,Chennai,147,6,20,20,149,2,18.4,20,Chennai,Chasing,8,wicket,7.35,7.98,8,36,0,86,0,113,3,147,6,39,1,7.26,73,1,7.5,118,1,6.00,,,Afternoon,
218,League Match,May 4,2011,Mumbai,Mumbai,Pune,160,7,20,20,139,7,20,20,Mumbai,FirstBatting,21,run,8.00,6.95,0,35,1,65,2,97,4,160,7,27,2,8.93,48,3,11.3,90,4,14.20,139,7,Evening,
219,League Match,May 5,2011,Kochi,Kochi,Kolkata,156,5,20,20,139,7,20,20,Kochi,FirstBatting,17,run,7.80,6.95,0,30,1,69,2,98,4,156,5,40,0,7.8,69,0,8.8,100,3,11.40,139,7,Afternoon,
220,League Match,May 5,2011,Hyderabad,Hyderabad,Delhi,175,5,20,20,179,6,19,20,Delhi,Chasing,4,wicket,8.75,9.42,6,30,1,67,2,125,3,175,5,24,2,10.13,85,3,9.1,149,4,5.40,,,Evening,
221,League Match,May 6,2011,Bangalore,Bangalore,Punjab,205,6,20,20,120,9,20,20,Bangalore,FirstBatting,85,run,10.25,6.00,0,47,1,103,1,155,3,205,6,33,3,11.53,62,6,14.4,89,7,23.40,120,9,Evening,
222,League Match,May 7,2011,Kolkata,Chennai,Kolkata,114,4,20,20,61,2,10,10,Kolkata,Chasing,10,run,5.70,6.10,0,12,1,40,2,77,3,114,4,31,1,5.6,61,2,5.4,,,,,,Afternoon,D/L
223,League Match,May 7,2011,Mumbai,Mumbai,Delhi,178,4,20,20,146,10,19.5,20,Mumbai,FirstBatting,32,run,8.90,7.36,1,50,0,76,2,129,2,178,4,13,4,11.06,56,4,12.3,99,5,16.00,146,10,Evening,
224,League Match,May 8,2011,Bangalore,Kochi,Bangalore,125,9,20,20,128,1,13.1,20,Bangalore,Chasing,9,wicket,6.25,9.72,41,41,0,72,3,97,5,125,9,72,1,3.6,109,1,1.7,,,,,,Afternoon,
225,League Match,May 8,2011,Mohali,Punjab,Pune,119,8,20,20,120,5,17.1,20,Pune,Chasing,5,wicket,5.95,6.99,17,29,1,71,2,96,4,119,8,32,1,5.86,69,2,5.1,114,3,1.20,,,Evening,
226,League Match,May 9,2011,Jaipur,Chennai,Rajasthan,196,3,20,20,133,10,19.3,20,Chennai,FirstBatting,63,run,9.80,6.82,3,47,0,84,1,136,2,196,3,38,1,10.6,70,4,12.7,114,5,16.60,133,10,Evening,
227,League Match,May 10,2011,Hyderabad,Hyderabad,Pune,136,8,20,20,137,4,18.2,20,Pune,Chasing,6,wicket,6.80,7.47,10,39,0,72,2,100,4,136,8,43,0,6.26,82,1,5.5,112,3,5.00,,,Afternoon,
228,League Match,May 10,2011,Mohali,Punjab,Mumbai,163,8,20,20,87,10,12.5,20,Punjab,FirstBatting,76,run,8.15,6.78,43,30,1,86,1,124,2,163,8,28,3,9.06,63,6,10.1,,,,,,Evening,
229,League Match,May 11,2011,Jaipur,Rajasthan,Bangalore,146,6,20,20,151,1,17,20,Bangalore,Chasing,9,wicket,7.30,8.88,18,32,0,74,2,112,3,146,6,50,0,6.46,90,1,5.7,126,1,4.20,,,Evening,
230,League Match,May 12,2011,Chennai,Chennai,Delhi,176,4,20,20,158,6,20,20,Chennai,FirstBatting,18,run,8.80,7.90,0,39,1,67,2,105,3,176,4,46,1,8.73,65,3,11.2,107,3,14.00,158,6,Evening,
231,League Match,May 13,2011,Indore,Kochi,Punjab,178,7,20,20,181,4,18.5,20,Punjab,Chasing,6,wicket,8.90,9.61,7,46,0,103,1,130,3,178,7,35,2,9.6,84,2,9.5,145,4,6.80,,,Evening,
232,League Match,May 14,2011,Bangalore,Kolkata,Bangalore,89,4,13,13,105,6,12.3,13,Bangalore,Chasing,4,wicket,6.85,8.40,3,26,2,58,3,,,,,58,1,5.62,89,3,4.33,,,,,,Afternoon,
233,League Match,May 14,2011,Mumbai,Hyderabad,Mumbai,135,6,20,20,125,8,20,20,Hyderabad,FirstBatting,10,run,6.75,6.25,0,23,1,53,3,82,5,135,6,24,2,7.46,49,3,8.7,76,4,12.00,125,8,Evening,
234,League Match,May 15,2011,Dharamsala,Punjab,Delhi,170,6,20,20,141,8,20,20,Punjab,FirstBatting,29,run,8.50,7.05,0,33,1,70,1,126,3,170,6,25,0,9.73,67,2,10.4,97,5,14.80,141,8,Afternoon,
235,League Match,May 15,2011,Indore,Rajasthan,Kochi,97,10,18.3,20,98,2,7.2,20,Kochi,Chasing,8,wicket,5.24,13.36,76,22,2,69,5,87,8,97,10,73,2,1.66,,,,,,,,,Evening,
236,League Match,May 16,2011,Mumbai,Pune,Hyderabad,136,9,20,20,138,4,19.2,20,Hyderabad,Chasing,6,wicket,6.80,7.14,4,35,1,62,5,92,7,136,9,40,0,6.46,78,2,5.9,108,2,5.80,138,4,Evening,
237,League Match,May 17,2011,Dharamsala,Punjab,Bangalore,232,2,20,20,121,10,17,20,Punjab,FirstBatting,111,run,11.60,7.12,18,29,1,99,1,173,1,232,2,27,2,13.73,69,4,16.4,97,8,27.20,,,Evening,
238,League Match,May 18,2011,Chennai,Chennai,Kochi,152,5,20,20,141,5,20,20,Chennai,FirstBatting,11,run,7.60,7.05,0,24,1,64,3,101,4,152,5,29,1,8.26,63,2,9,90,3,12.60,141,5,Evening,
239,League Match,May 19,2011,Mumbai,Pune,Kolkata,118,7,20,20,119,3,16.4,20,Kolkata,Chasing,7,wicket,5.90,7.14,20,25,2,54,3,81,5,118,7,43,1,5.06,74,2,4.5,114,2,1.00,,,Evening,
240,League Match,May 20,2011,Mumbai,Mumbai,Rajasthan,133,5,20,20,134,0,13.1,20,Rajasthan,Chasing,10,wicket,6.65,10.18,41,20,2,55,2,94,3,133,5,37,0,6.46,97,0,3.7,,,,,,Evening,
241,League Match,May 21,2011,Dharamsala,Hyderabad,Punjab,198,2,20,20,116,10,19,20,Hyderabad,FirstBatting,82,run,9.90,6.11,6,47,0,85,0,147,1,198,2,36,2,10.86,77,2,12.2,99,5,20.00,,,Evening,
242,League Match,May 22,2011,Bangalore,Chennai,Bangalore,128,8,20,20,129,2,18,20,Bangalore,Chasing,8,wicket,6.40,7.17,12,17,3,36,4,79,5,128,8,34,1,6.33,80,2,4.9,104,2,5.00,,,Afternoon,
243,League Match,May 22,2011,Kolkata,Kolkata,Mumbai,175,7,20,20,178,5,20,20,Mumbai,Chasing,5,wicket,8.75,8.90,0,44,2,81,3,121,3,175,7,36,1,9.33,84,2,9.2,110,4,13.20,178,5,Evening,
244,1st Qualifying Final,May 24,2011,Mumbai,Bangalore,Chennai,175,4,20,20,177,4,19.4,20,Chennai,Chasing,6,wicket,8.75,9.00,2,39,1,73,2,122,3,175,4,24,2,10.13,62,2,11.4,110,3,13.20,177,4,Evening,
245,Elimination Final,May 25,2011,Mumbai,Kolkata,Mumbai,147,7,20,20,148,6,19.2,20,Mumbai,Chasing,4,wicket,7.35,7.66,4,19,3,49,4,102,5,147,7,51,0,6.46,87,2,6.1,120,4,5.60,148,6,Evening,
246,2nd Qualifying Final,May 27,2011,Chennai,Bangalore,Mumbai,185,4,20,20,142,8,20,20,Bangalore,FirstBatting,43,run,9.25,7.10,0,67,0,111,0,150,2,185,4,41,1,9.66,80,3,10.6,103,7,16.60,142,8,Evening,
247,Final,May 28,2011,Chennai,Chennai,Bangalore,205,5,20,20,147,8,20,20,Chennai,FirstBatting,58,run,10.25,7.35,0,48,0,94,0,161,1,205,5,38,2,11.2,69,5,13.7,107,7,19.80,147,8,Evening,
248,League Match,Apr 4,2012,Chennai,Chennai,Mumbai,112,10,19.5,20,115,2,16.5,20,Mumbai,Chasing,8,wicket,5.65,6.83,19,34,1,75,3,95,5,112,10,37,0,5.06,76,2,3.7,100,2,2.60,,,Evening,
249,League Match,Apr 5,2012,Kolkata,Kolkata,Delhi,97,9,12,12,100,2,11.1,12,Delhi,Chasing,8,wicket,8.08,8.96,5,34,4,85,6,,,,,39,0,8.42,87,2,5.5,,,,,,Evening,
250,League Match,Apr 6,2012,Mumbai,Pune,Mumbai,129,9,20,20,101,9,20,20,Pune,FirstBatting,28,run,6.45,5.05,0,27,3,51,4,91,4,129,9,21,3,7.26,48,3,8.2,74,5,11.20,101,9,Afternoon,
251,League Match,Apr 6,2012,Jaipur,Rajasthan,Punjab,191,4,20,20,160,9,20,20,Rajasthan,FirstBatting,31,run,9.55,8.00,0,48,0,82,1,127,2,191,4,40,1,10.13,73,4,11.9,117,5,15.00,160,9,Evening,
252,League Match,Apr 7,2012,Bangalore,Bangalore,Delhi,157,8,20,20,137,7,20,20,Bangalore,FirstBatting,20,run,7.85,6.85,0,41,1,69,4,108,6,157,8,40,1,7.86,68,3,9,91,5,13.40,137,7,Afternoon,
253,League Match,Apr 7,2012,Visakhapatnam,Chennai,Hyderabad,193,6,20,20,119,10,17.1,20,Chennai,FirstBatting,74,run,9.65,6.93,17,38,1,75,3,121,5,193,6,35,1,10.6,73,2,12.1,101,8,18.60,,,Evening,
254,League Match,Apr 8,2012,Jaipur,Rajasthan,Kolkata,164,5,20,20,142,10,20,20,Rajasthan,FirstBatting,22,run,8.20,7.10,0,29,1,68,3,116,3,164,5,23,3,9.46,65,4,10,94,7,14.20,142,10,Afternoon,
255,League Match,Apr 8,2012,Pune,Pune,Punjab,166,6,20,20,144,8,20,20,Pune,FirstBatting,22,run,8.30,7.20,0,36,2,71,2,113,3,166,6,13,2,10.26,53,3,11.4,99,5,13.60,144,8,Evening,
256,League Match,Apr 9,2012,Visakhapatnam,Hyderabad,Mumbai,138,9,20,20,142,5,20,20,Mumbai,Chasing,5,wicket,6.90,7.10,0,27,2,61,3,96,4,138,9,15,2,8.26,49,2,9,85,3,10.80,142,5,Evening,
257,League Match,Apr 10,2012,Bangalore,Kolkata,Bangalore,165,8,20,20,123,9,20,20,Kolkata,FirstBatting,42,run,8.25,6.15,0,47,0,92,1,128,3,165,8,20,2,9.73,43,5,12.3,81,7,17.00,123,9,Afternoon,
258,League Match,Apr 10,2012,Delhi,Chennai,Delhi,110,8,20,20,111,2,13.2,20,Delhi,Chasing,8,wicket,5.50,8.33,40,35,2,66,4,80,5,110,8,44,1,4.46,79,2,3.2,,,,,,Evening,
259,League Match,Apr 11,2012,Mumbai,Mumbai,Rajasthan,197,6,20,20,170,10,19.4,20,Mumbai,FirstBatting,27,run,9.85,8.64,2,44,1,80,3,137,3,197,6,35,2,10.86,79,2,11.9,136,5,12.40,170,10,Evening,
260,League Match,Apr 12,2012,Chennai,Bangalore,Chennai,205,8,20,20,208,5,20,20,Chennai,Chasing,5,wicket,10.25,10.40,0,51,0,96,1,149,1,205,8,32,0,11.6,85,1,12.1,131,3,15.00,208,5,Afternoon,
261,League Match,Apr 12,2012,Mohali,Pune,Punjab,115,10,19,20,116,3,17.4,20,Punjab,Chasing,7,wicket,6.05,6.57,14,28,1,62,4,96,5,115,10,28,1,5.86,60,2,5.6,88,3,5.60,,,Evening,
262,League Match,Apr 13,2012,Kolkata,Rajasthan,Kolkata,131,5,20,20,137,5,19.2,20,Kolkata,Chasing,5,wicket,6.55,7.09,4,33,0,58,3,85,3,131,5,26,1,7.06,68,1,6.4,95,3,7.40,137,5,Evening,
263,League Match,Apr 14,2012,Pune,Chennai,Pune,155,5,20,20,156,3,19.2,20,Pune,Chasing,7,wicket,7.75,8.07,4,39,0,71,2,114,3,155,5,48,1,7.2,72,2,8.4,106,3,10.00,156,3,Evening,
264,League Match,Apr 15,2012,Kolkata,Punjab,Kolkata,134,9,20,20,132,7,20,20,Punjab,FirstBatting,2,run,6.70,6.60,0,24,2,60,2,87,4,134,9,41,2,6.26,70,2,6.5,94,6,8.20,132,7,Afternoon,
265,League Match,Apr 15,2012,Bangalore,Rajasthan,Bangalore,195,2,20,20,136,10,19.5,20,Rajasthan,FirstBatting,59,run,9.75,6.86,1,34,0,61,0,113,1,195,2,42,2,10.26,76,3,12,105,6,18.20,136,10,Evening,
266,League Match,Apr 16,2012,Mumbai,Mumbai,Delhi,92,10,19.2,20,93,3,14.5,20,Delhi,Chasing,7,wicket,4.76,6.27,31,16,2,43,5,79,7,92,10,34,0,3.93,58,2,3.5,93,3,,,,Evening,
267,League Match,Apr 17,2012,Jaipur,Hyderabad,Rajasthan,196,2,20,20,197,5,19.4,20,Rajasthan,Chasing,5,wicket,9.80,10.02,2,49,0,83,0,119,2,196,2,50,0,9.8,89,1,10.8,134,3,12.60,197,5,Afternoon,
268,League Match,Apr 17,2012,Bangalore,Pune,Bangalore,182,6,20,20,186,4,20,20,Bangalore,Chasing,6,wicket,9.10,9.30,0,48,0,96,1,134,3,182,6,40,1,9.53,63,2,12,117,3,13.20,186,4,Evening,
269,League Match,Apr 18,2012,Mohali,Punjab,Kolkata,124,7,20,20,127,2,16.3,20,Kolkata,Chasing,8,wicket,6.20,7.70,21,34,1,63,2,89,4,124,7,47,0,5.2,75,2,5,107,2,3.60,,,Evening,
270,League Match,Apr 19,2012,Delhi,Hyderabad,Delhi,157,8,20,20,162,5,19.1,20,Delhi,Chasing,5,wicket,7.85,8.45,5,35,1,84,2,120,4,157,8,27,3,8.73,71,4,8.7,115,5,8.60,162,5,Afternoon,
271,League Match,Apr 19,2012,Chennai,Chennai,Pune,164,5,20,20,151,7,20,20,Chennai,FirstBatting,13,run,8.20,7.55,0,28,0,68,0,115,0,164,5,35,2,8.66,65,4,10,107,5,11.60,151,7,Evening,
272,League Match,Apr 20,2012,Mohali,Punjab,Bangalore,163,6,20,20,166,5,19.3,20,Bangalore,Chasing,5,wicket,8.15,8.51,3,27,2,70,3,105,5,163,6,25,2,9.26,72,3,9.2,116,3,9.60,166,5,Evening,
273,League Match,Apr 21,2012,Chennai,Rajasthan,Chennai,146,4,20,20,147,3,20,20,Chennai,Chasing,7,wicket,7.30,7.35,0,36,1,62,2,107,2,146,4,40,0,7.13,70,1,7.7,104,1,8.60,147,3,Afternoon,
274,League Match,Apr 21,2012,Delhi,Pune,Delhi,192,3,20,20,172,7,20,20,Pune,FirstBatting,20,run,9.60,8.60,0,34,1,88,1,125,2,192,3,29,1,10.93,92,2,10.1,131,5,12.40,172,7,Evening,
275,League Match,Apr 22,2012,Mumbai,Mumbai,Punjab,163,6,20,20,164,4,19.3,20,Punjab,Chasing,6,wicket,8.15,8.41,3,28,0,58,2,129,2,163,6,42,0,8.13,75,2,8.9,119,2,9.00,164,4,Afternoon,
276,League Match,Apr 22,2012,Cuttack,Hyderabad,Kolkata,126,7,20,20,127,5,19,20,Kolkata,Chasing,5,wicket,6.30,6.68,6,35,0,67,1,98,3,126,7,32,1,6.33,65,3,6.2,97,4,6.00,127,5,Evening,
277,League Match,Apr 23,2012,Jaipur,Bangalore,Rajasthan,189,3,20,20,143,7,20,20,Bangalore,FirstBatting,46,run,9.45,7.15,0,27,1,62,2,107,3,189,3,35,0,10.33,67,1,12.3,103,5,17.40,143,7,Evening,
278,League Match,Apr 24,2012,Pune,Pune,Delhi,146,2,20,20,148,2,16,20,Delhi,Chasing,8,wicket,7.30,9.25,24,18,2,50,2,95,2,146,2,46,1,6.73,99,1,4.8,134,2,2.60,,,Evening,
279,League Match,Apr 25,2012,Mohali,Punjab,Mumbai,168,3,20,20,171,6,19.5,20,Mumbai,Chasing,4,wicket,8.40,8.62,1,35,0,56,2,100,3,168,3,29,0,9.33,64,2,10.5,106,4,12.60,171,6,Evening,
280,League Match,Apr 26,2012,Pune,Hyderabad,Pune,177,4,20,20,159,7,20,20,Hyderabad,FirstBatting,18,run,8.85,7.95,0,48,1,71,2,122,3,177,4,39,1,9.26,73,3,10.5,101,5,15.40,159,7,Evening,
281,League Match,Apr 27,2012,Delhi,Delhi,Mumbai,207,5,20,20,170,9,20,20,Delhi,FirstBatting,37,run,10.35,8.50,0,40,0,88,0,153,1,207,5,36,3,11.46,88,3,12,139,4,13.80,170,9,Evening,
282,League Match,Apr 28,2012,Chennai,Punjab,Chennai,156,8,20,20,149,8,20,20,Punjab,FirstBatting,7,run,7.80,7.45,0,38,0,77,1,121,2,156,8,45,0,7.46,69,2,8.8,99,6,11.60,149,8,Afternoon,
283,League Match,Apr 28,2012,Kolkata,Kolkata,Bangalore,190,4,20,20,143,6,20,20,Kolkata,FirstBatting,47,run,9.50,7.15,0,40,0,87,0,134,1,190,4,32,1,10.6,56,3,13.5,87,4,20.80,143,6,Evening,
284,League Match,Apr 29,2012,Delhi,Delhi,Rajasthan,152,6,20,20,151,3,20,20,Delhi,FirstBatting,1,run,7.60,7.55,0,35,2,73,2,105,4,152,6,30,0,8.2,67,0,8.6,108,1,9.00,151,3,Afternoon,
285,League Match,Apr 29,2012,Mumbai,Hyderabad,Mumbai,100,10,18.4,20,101,5,18.1,20,Mumbai,Chasing,5,wicket,5.36,5.56,11,36,0,51,3,82,6,100,10,27,1,4.93,52,3,4.9,77,4,4.80,,,Evening,
286,League Match,Apr 30,2012,Chennai,Chennai,Kolkata,139,5,20,20,140,5,19.4,20,Kolkata,Chasing,5,wicket,6.95,7.12,2,32,2,74,2,98,4,139,5,31,1,7.26,68,1,7.2,103,2,7.40,140,5,Evening,
287,League Match,May 1,2012,Cuttack,Hyderabad,Pune,186,4,20,20,173,5,20,20,Hyderabad,FirstBatting,13,run,9.30,8.65,0,26,2,58,2,110,2,186,4,31,1,10.4,75,1,11.2,116,3,14.20,173,5,Afternoon,
288,League Match,May 1,2012,Jaipur,Rajasthan,Delhi,141,6,20,20,144,4,15.2,20,Delhi,Chasing,6,wicket,7.05,9.39,28,50,0,80,1,104,5,141,6,51,1,6.06,96,1,4.6,134,4,1.60,,,Evening,
289,League Match,May 2,2012,Bangalore,Bangalore,Punjab,158,5,20,20,163,6,19.5,20,Punjab,Chasing,4,wicket,7.90,8.22,1,25,1,59,1,122,1,158,5,44,1,7.66,80,2,7.9,132,2,5.40,163,6,Evening,
290,League Match,May 3,2012,Pune,Mumbai,Pune,120,9,20,20,119,6,20,20,Mumbai,FirstBatting,1,run,6.00,5.95,0,28,0,72,2,92,5,120,9,31,1,6,47,4,7.4,76,4,9.00,119,6,Evening,
291,League Match,May 4,2012,Chennai,Chennai,Hyderabad,160,6,20,20,150,5,20,20,Chennai,FirstBatting,10,run,8.00,7.50,0,47,1,82,2,124,4,160,6,40,1,8.06,76,1,8.5,102,3,11.80,150,5,Evening,
292,League Match,May 5,2012,Kolkata,Kolkata,Pune,150,5,20,20,143,8,20,20,Kolkata,FirstBatting,7,run,7.50,7.15,0,49,0,98,0,121,2,150,5,35,2,7.73,66,5,8.5,109,5,8.40,143,8,Afternoon,
293,League Match,May 5,2012,Mohali,Rajasthan,Punjab,177,6,20,20,134,8,20,20,Rajasthan,FirstBatting,43,run,8.85,6.70,0,45,1,94,2,126,3,177,6,27,1,10.06,65,4,11.3,97,5,16.20,134,8,Evening,
294,League Match,May 6,2012,Mumbai,Chennai,Mumbai,173,8,20,20,174,8,20,20,Mumbai,Chasing,2,wicket,8.65,8.70,0,46,0,72,2,123,3,173,8,38,1,9.06,74,1,10,131,1,8.60,174,8,Afternoon,
295,League Match,May 6,2012,Bangalore,Hyderabad,Bangalore,181,2,20,20,185,5,18.5,20,Bangalore,Chasing,5,wicket,9.05,9.82,7,39,0,74,0,117,1,181,2,36,0,9.73,83,0,9.9,113,3,13.80,,,Evening,
296,League Match,May 7,2012,Delhi,Delhi,Kolkata,153,9,20,20,154,4,18.4,20,Kolkata,Chasing,6,wicket,7.65,8.25,8,43,1,79,2,108,4,153,9,50,0,6.93,80,1,7.4,128,1,5.20,,,Evening,
297,League Match,May 8,2012,Pune,Pune,Rajasthan,125,6,20,20,126,3,16.2,20,Rajasthan,Chasing,7,wicket,6.25,7.71,22,28,0,56,2,91,4,125,6,41,1,5.66,79,2,4.7,112,3,2.80,,,Afternoon,
298,League Match,May 8,2012,Hyderabad,Punjab,Hyderabad,170,5,20,20,145,8,20,20,Punjab,FirstBatting,25,run,8.50,7.25,0,42,0,86,2,129,3,170,5,31,2,9.33,70,2,10.1,99,5,14.40,145,8,Evening,
299,League Match,May 9,2012,Mumbai,Mumbai,Bangalore,141,6,20,20,142,1,18,20,Bangalore,Chasing,9,wicket,7.05,7.89,12,12,2,48,3,95,4,141,6,27,0,7.66,54,1,8.8,111,1,6.20,,,Evening,
300,League Match,May 10,2012,Hyderabad,Hyderabad,Delhi,187,4,20,20,193,1,16.4,20,Delhi,Chasing,9,wicket,9.35,11.58,20,28,1,64,2,127,2,187,4,44,1,9.6,112,1,7.6,167,1,4.20,,,Afternoon,
301,League Match,May 10,2012,Jaipur,Rajasthan,Chennai,126,6,20,20,127,6,18.1,20,Chennai,Chasing,4,wicket,6.30,6.99,11,25,1,61,3,89,4,126,6,30,1,6.46,53,2,7.4,77,4,10.00,,,Evening,
302,League Match,May 11,2012,Pune,Bangalore,Pune,173,3,20,20,138,9,20,20,Bangalore,FirstBatting,35,run,8.65,6.90,0,41,0,88,1,129,2,173,3,38,3,9.06,80,4,9.4,105,6,13.80,138,9,Evening,
303,League Match,May 12,2012,Kolkata,Mumbai,Kolkata,182,1,20,20,155,4,20,20,Mumbai,FirstBatting,27,run,9.10,7.75,0,43,1,76,1,132,1,182,1,23,2,10.66,61,3,12.2,106,3,15.40,155,4,Afternoon,
304,League Match,May 12,2012,Chennai,Delhi,Chennai,114,5,20,20,115,1,15.2,20,Chennai,Chasing,9,wicket,5.70,7.50,28,24,3,52,4,78,5,114,5,38,0,5.13,75,0,4,112,1,0.60,,,Evening,
305,League Match,May 13,2012,Jaipur,Rajasthan,Pune,170,4,20,20,125,9,20,20,Rajasthan,FirstBatting,45,run,8.50,6.25,0,34,1,77,1,126,2,170,4,26,4,9.66,60,4,11.1,97,6,14.80,125,9,Afternoon,
306,League Match,May 13,2012,Mohali,Hyderabad,Punjab,190,4,20,20,194,6,20,20,Punjab,Chasing,4,wicket,9.50,9.70,0,41,0,76,2,126,2,190,4,28,2,10.86,76,3,11.5,130,4,12.20,194,6,Evening,
