Match_Number,Match,Date,Year,Venue,Team_Batting_First,Team_Batting_Second,Bat_First_Runs_Scored,Bat_First_Wickets_Lost,Bat_First_Overs_Consumed,Bat_First_Overs_Allocated,Bat_Second_Runs_Scored,Bat_Second_Wickets_Lost,Bat_Second_Overs_Consumed,Bat_Second_Overs_Allocated,Winner,Winning_Team,Winning_Margin,Win_Type,Bat_First_Run_Rate,Bat_Second_Run_Rate,Balls_Remaining,Bat_First_5_ov_score,Bat_First_5_ov_wkts_lost,Bat_First_10_ov_score,Bat_First_10_ov_wkts_lost,Bat_First_15_ov_score,Bat_First_15_ov_wkts_lost,Bat_First_20_ov_score,Bat_First_20_ov_wkts_lost,Bat_Second_5_ov_score,Bat_Second_5_ov_wkts_lost,Bat_Second_5_ov_Req_RR,Bat_Second_10_ov_score,Bat_Second_10_ov_wkts_lost,Bat_Second_10_ov_Req_RR,Bat_Second_15_ov_score,Bat_Second_15_ov_wkts_lost,Bat_Second_15_ov_Req_RR,Bat_Second_20_ov_score,Bat_Second_20_ov_wkts_lost,Match_Time,Duckworth Lewis Used
411,League Match,Apr 26,2014,Abu Dhabi,Bangalore,Rajasthan,70,10,15,20,71,4,13,20,Rajasthan,Chasing,6,wicket,4.67,5.46,42,16,4,45,6,70,10,70,10,32,1,2.6,48,3,2.3,,,,,,Afternoon,
412,League Match,Apr 26,2014,Abu Dhabi,Punjab,Kolkata,132,9,20,20,109,10,18.2,20,Punjab,FirstBatting,23,run,6.60,5.95,10,37,2,76,4,111,6,132,9,19,2,7.6,43,3,9,75,7,11.60,,,Evening,
413,League Match,Apr 27,2014,Sharjah,Mumbai,Delhi,125,6,20,20,126,4,18.5,20,Delhi,Chasing,6,wicket,6.25,6.69,7,31,2,49,4,69,5,125,6,30,0,6.4,55,1,7.1,103,2,4.60,,,Afternoon,
414,League Match,Apr 27,2014,Sharjah,Hyderabad,Chennai,145,5,20,20,146,5,19.3,20,Chennai,Chasing,5,wicket,7.25,7.49,3,32,2,65,2,98,4,145,5,36,0,7.33,75,0,7.1,124,2,4.40,146,5,Evening,
415,League Match,Apr 28,2014,Dubai,Bangalore,Punjab,124,8,20,20,127,5,18.5,20,Punjab,Chasing,5,wicket,6.20,6.74,7,34,4,69,5,98,7,124,8,31,1,6.26,63,3,6.2,101,5,4.80,,,Evening,
416,League Match,Apr 29,2014,Abu Dhabi,Rajasthan,Kolkata,152,5,20,20,152,8,20,20,Match tied,Match Tied,,,7.60,7.60,0,25,1,63,2,106,2,152,5,30,1,8.2,59,2,9.4,101,4,10.40,152,8,Evening,
417,League Match,Apr 30,2014,Dubai,Hyderabad,Mumbai,172,5,20,20,157,7,20,20,Hyderabad,FirstBatting,15,run,8.60,7.85,0,38,2,71,2,117,2,172,5,24,2,9.93,60,3,11.3,106,3,13.40,157,7,Evening,
418,League Match,May 2,2014,Ranchi,Chennai,Kolkata,148,3,17,17,114,9,17,17,Chennai,FirstBatting,34,run,8.71,6.71,0,33,1,85,1,126,3,,,38,2,9.33,66,5,12,91,7,29.50,,,Evening,
419,League Match,May 3,2014,Mumbai,Punjab,Mumbai,168,5,20,20,170,5,19.1,20,Mumbai,Chasing,5,wicket,8.40,8.87,5,31,2,70,2,126,3,168,5,42,2,8.46,70,3,9.9,118,3,10.20,170,5,Afternoon,
420,League Match,May 3,2014,Delhi,Delhi,Rajasthan,152,5,20,20,156,3,18.3,20,Rajasthan,Chasing,7,wicket,7.60,8.43,9,35,1,71,3,94,3,152,5,31,1,8.13,71,2,8.2,115,3,7.60,,,Evening,
421,League Match,May 4,2014,Bangalore,Hyderabad,Bangalore,155,6,20,20,158,6,19.5,20,Bangalore,Chasing,4,wicket,7.75,7.97,1,38,2,72,2,106,3,155,6,32,2,8.26,59,3,9.7,97,5,11.80,158,6,Evening,
422,League Match,May 5,2014,Ahmedabad,Rajasthan,Kolkata,170,6,20,20,160,6,20,20,Rajasthan,FirstBatting,10,run,8.50,8.00,0,44,0,76,1,116,2,170,6,39,0,8.8,80,0,9.1,122,3,9.80,160,6,Afternoon,
423,League Match,May 5,2014,Delhi,Delhi,Chennai,178,5,20,20,181,2,19.4,20,Chennai,Chasing,8,wicket,8.90,9.20,2,37,2,75,2,122,5,178,5,47,0,8.8,69,0,11,127,1,10.40,181,2,Evening,
424,League Match,May 6,2014,Mumbai,Mumbai,Bangalore,187,5,20,20,168,8,20,20,Mumbai,FirstBatting,19,run,9.35,8.40,0,41,1,85,4,119,4,187,5,53,0,9,98,2,9,125,4,12.60,168,8,Evening,
425,League Match,May 7,2014,Delhi,Delhi,Kolkata,160,5,20,20,161,2,18.2,20,Kolkata,Chasing,8,wicket,8.00,8.78,10,26,1,66,3,103,4,160,5,42,0,7.93,90,0,7.1,128,1,6.60,,,Afternoon,
426,League Match,May 7,2014,Cuttack,Punjab,Chennai,231,4,20,20,187,6,20,20,Punjab,FirstBatting,44,run,11.55,9.35,0,37,1,69,2,153,2,231,4,34,1,13.2,85,2,14.7,119,4,22.60,187,6,Evening,
427,League Match,May 8,2014,Ahmedabad,Hyderabad,Rajasthan,134,9,20,20,102,10,19.5,20,Hyderabad,FirstBatting,32,run,6.70,5.14,1,46,1,74,3,102,5,134,9,32,2,6.86,60,4,7.5,81,5,10.80,102,10,Evening,
428,League Match,May 9,2014,Bangalore,Punjab,Bangalore,198,8,20,20,166,9,20,20,Punjab,FirstBatting,32,run,9.90,8.30,0,45,0,107,3,140,4,198,8,22,2,11.8,52,5,14.7,109,6,18.00,166,9,Evening,
429,League Match,May 10,2014,Delhi,Delhi,Hyderabad,143,7,20,20,44,2,4.2,5,Hyderabad,Chasing,8,wicket,7.15,10.15,4,37,1,75,3,121,3,143,7,44,2,,,,,,,,,,Afternoon,D/L
430,League Match,May 10,2014,Mumbai,Mumbai,Chennai,157,6,20,20,160,6,19.3,20,Chennai,Chasing,4,wicket,7.85,8.21,3,32,1,57,1,99,2,157,6,34,1,8.26,75,2,8.3,112,2,9.20,160,6,Evening,
431,League Match,May 11,2014,Cuttack,Punjab,Kolkata,149,8,20,20,150,1,18,20,Kolkata,Chasing,9,wicket,7.45,8.33,12,48,1,85,2,116,4,149,8,48,0,6.8,89,1,6.1,123,1,5.40,,,Afternoon,
432,League Match,May 11,2014,Bangalore,Bangalore,Rajasthan,190,5,20,20,191,5,18.5,20,Rajasthan,Chasing,5,wicket,9.50,10.14,7,22,1,57,3,106,3,190,5,38,0,10.2,68,3,12.3,122,5,13.80,,,Evening,
433,League Match,May 12,2014,Hyderabad,Hyderabad,Mumbai,157,3,20,20,160,3,18.4,20,Mumbai,Chasing,7,wicket,7.85,8.57,8,31,1,70,2,103,2,157,3,32,1,8.4,75,1,8.3,125,1,6.60,,,Evening,
434,League Match,May 13,2014,Ranchi,Rajasthan,Chennai,148,8,20,20,149,5,19.4,20,Chennai,Chasing,5,wicket,7.40,7.58,2,25,0,84,1,114,4,148,8,42,2,7.13,76,3,7.3,106,4,8.60,149,5,Afternoon,
435,League Match,May 13,2014,Bangalore,Bangalore,Delhi,186,4,20,20,170,7,20,20,Bangalore,FirstBatting,16,run,9.30,8.50,0,33,0,60,2,108,4,186,4,36,2,10.06,76,3,11.1,119,5,13.60,170,7,Evening,
436,League Match,May 14,2014,Hyderabad,Hyderabad,Punjab,205,5,20,20,211,4,18.4,20,Punjab,Chasing,6,wicket,10.25,11.30,8,49,0,72,1,127,2,205,5,66,1,9.33,131,3,7.5,169,4,7.40,,,Afternoon,
437,League Match,May 14,2014,Cuttack,Mumbai,Kolkata,141,5,20,20,142,4,18.4,20,Kolkata,Chasing,6,wicket,7.05,7.61,8,35,1,62,2,99,3,141,5,40,0,6.8,68,1,7.4,100,2,8.40,,,Evening,
438,League Match,May 15,2014,Ahmedabad,Rajasthan,Delhi,201,6,20,20,139,9,20,20,Rajasthan,FirstBatting,62,run,10.05,6.95,0,43,0,86,1,141,2,201,6,30,2,11.46,62,5,14,93,8,21.80,139,9,Evening,
439,League Match,May 18,2014,Ranchi,Chennai,Bangalore,138,4,20,20,142,5,19.5,20,Bangalore,Chasing,5,wicket,6.90,7.16,1,29,2,55,2,107,3,138,4,17,1,8.13,45,1,9.4,86,2,10.60,142,5,Afternoon,
440,League Match,May 18,2014,Hyderabad,Hyderabad,Kolkata,142,8,20,20,146,3,19.4,20,Kolkata,Chasing,7,wicket,7.10,7.42,2,40,1,77,3,109,5,142,8,21,1,8.13,60,2,8.3,103,2,8.00,146,3,Evening,
441,League Match,May 19,2014,Ahmedabad,Mumbai,Rajasthan,178,3,20,20,153,8,20,20,Mumbai,FirstBatting,25,run,8.90,7.65,0,34,0,76,0,122,2,178,3,41,2,9.2,69,5,11,96,7,16.60,153,8,Afternoon,
442,League Match,May 19,2014,Delhi,Delhi,Punjab,164,7,20,20,165,6,19.4,20,Punjab,Chasing,4,wicket,8.20,8.39,2,47,1,84,1,121,2,164,7,55,0,7.33,95,4,7,127,5,7.60,165,6,Evening,
443,League Match,May 20,2014,Hyderabad,Bangalore,Hyderabad,160,6,20,20,161,3,19.4,20,Hyderabad,Chasing,7,wicket,8.00,8.19,2,23,1,48,2,105,3,160,6,45,0,7.73,72,0,8.9,116,1,9.00,161,3,Afternoon,
444,League Match,May 20,2014,Kolkata,Chennai,Kolkata,154,4,20,20,156,2,18,20,Kolkata,Chasing,8,wicket,7.70,8.67,12,33,1,59,1,106,2,154,4,45,0,7.33,88,1,6.7,119,2,7.20,,,Evening,
445,League Match,May 21,2014,Mohali,Punjab,Mumbai,156,8,20,20,159,3,19,20,Mumbai,Chasing,7,wicket,7.80,8.37,6,34,1,90,2,107,5,156,8,53,0,6.93,96,1,6.1,133,2,4.80,,,Evening,
446,League Match,May 22,2014,Kolkata,Kolkata,Bangalore,195,4,20,20,165,5,20,20,Kolkata,FirstBatting,30,run,9.75,8.25,0,35,2,86,3,141,3,195,4,30,1,11.06,72,1,12.4,106,3,18.00,165,5,Afternoon,
447,League Match,May 22,2014,Ranchi,Chennai,Hyderabad,185,3,20,20,189,4,19.4,20,Hyderabad,Chasing,6,wicket,9.25,9.61,2,39,1,81,3,117,3,185,3,43,0,9.53,100,0,8.6,148,1,7.60,189,4,Evening,
448,League Match,May 23,2014,Mumbai,Mumbai,Delhi,173,10,19.3,20,158,4,20,20,Mumbai,FirstBatting,15,run,8.87,7.90,0,54,0,100,1,149,4,173,10,43,0,8.73,62,3,11.2,105,3,13.80,158,4,Afternoon,
449,League Match,May 23,2014,Mohali,Punjab,Rajasthan,179,4,20,20,163,8,20,20,Punjab,FirstBatting,16,run,8.95,8.15,0,46,1,83,2,120,4,179,4,31,1,9.93,64,3,11.6,92,5,17.60,163,8,Evening,
450,League Match,May 24,2014,Bangalore,Bangalore,Chennai,154,6,20,20,160,2,17.4,20,Chennai,Chasing,8,wicket,7.70,9.06,14,31,2,56,3,101,4,154,6,59,1,6.4,87,2,6.8,111,2,8.80,,,Afternoon,
451,League Match,May 24,2014,Kolkata,Hyderabad,Kolkata,160,7,20,20,161,6,14.2,20,Kolkata,Chasing,4,wicket,8.00,11.23,34,41,1,78,2,121,4,160,7,43,1,7.86,78,4,8.3,161,6,,,,Evening,
452,League Match,May 25,2014,Mohali,Delhi,Punjab,115,10,18.1,20,119,3,13.5,20,Punjab,Chasing,7,wicket,6.33,8.60,37,43,1,69,4,103,6,115,10,30,2,5.73,78,2,3.8,,,,,,Afternoon,
453,League Match,May 25,2014,Mumbai,Rajasthan,Mumbai,189,4,20,20,195,5,14.4,20,Mumbai,Chasing,5,wicket,9.45,13.30,32,30,0,59,1,134,2,189,4,61,3,8.6,120,4,7,195,5,,,,Evening,
454,Qualifier 1,May 27,2014,Kolkata,Kolkata,Punjab,163,8,20,20,135,8,20,20,Kolkata,FirstBatting,28,run,8.15,6.75,0,42,1,73,3,112,5,163,8,39,1,8.33,68,3,9.6,92,6,14.40,135,8,Evening,
455,Eliminator,May 28,2014,Mumbai (BS),Mumbai,Chennai,173,8,20,20,176,3,18.4,20,Chennai,Chasing,7,wicket,8.65,9.43,8,34,0,82,1,127,2,173,8,43,0,8.73,89,3,8.5,132,3,8.40,,,Evening,
456,Qualifier 2,May 30,2014,Mumbai,Punjab,Chennai,226,6,20,20,202,7,20,20,Punjab,FirstBatting,24,run,11.30,10.10,0,57,0,109,0,167,2,226,6,67,2,10.66,122,3,10.5,155,6,14.40,202,7,Evening,
457,Final,Jun 1,2014,Bangalore,Punjab,Kolkata,199,4,20,20,200,7,19.3,20,Kolkata,Chasing,3,wicket,9.95,10.26,3,30,1,58,2,131,2,199,4,48,1,10.13,89,2,11.1,151,3,9.80,200,7,Evening,
458,League Match,Apr 8,2015,Kolkata,Mumbai,Kolkata,168,3,20,20,170,3,18.3,20,Kolkata,Chasing,7,wicket,8.40,9.19,9,37,2,57,3,101,3,168,3,32,1,9.13,85,1,8.4,129,3,8.00,,,Evening,
459,League Match,Apr 9,2015,Chennai,Chennai,Delhi,150,7,20,20,149,9,20,20,Chennai,FirstBatting,1,run,7.50,7.45,0,49,2,82,3,116,4,150,7,39,3,7.46,67,3,8.4,102,5,9.80,149,9,Evening,
460,League Match,Apr 10,2015,Pune,Rajasthan,Punjab,162,7,20,20,136,8,20,20,Rajasthan,FirstBatting,26,run,8.10,6.80,0,20,2,73,3,110,5,162,7,46,3,7.8,66,4,9.7,104,5,11.80,136,8,Evening,
461,League Match,Apr 11,2015,Chennai,Chennai,Hyderabad,209,4,20,20,164,6,20,20,Chennai,FirstBatting,45,run,10.45,8.20,0,41,0,89,1,143,2,209,4,37,1,11.53,80,2,13,115,4,19.00,164,6,Afternoon,
462,League Match,Apr 11,2015,Kolkata,Kolkata,Bangalore,177,6,20,20,179,7,19,20,Bangalore,Chasing,3,wicket,8.85,9.42,6,46,0,77,0,122,2,177,6,29,1,9.93,77,3,10.1,119,5,11.80,,,Evening,
463,League Match,Apr 12,2015,Delhi,Delhi,Rajasthan,184,3,20,20,186,7,20,20,Rajasthan,Chasing,3,wicket,9.20,9.30,0,46,1,84,1,119,2,184,3,37,1,9.86,74,3,11.1,130,4,11.00,186,7,Afternoon,
464,League Match,Apr 12,2015,Mumbai,Punjab,Mumbai,177,5,20,20,159,7,20,20,Punjab,FirstBatting,18,run,8.85,7.95,0,46,0,87,2,127,3,177,5,17,2,10.73,32,4,14.6,79,6,19.80,159,7,Evening,
465,League Match,Apr 13,2015,Bangalore,Bangalore,Hyderabad,166,10,19.5,20,172,2,17.2,20,Hyderabad,Chasing,8,wicket,8.37,9.92,16,39,0,77,1,114,4,166,10,58,0,7.26,95,2,7.2,137,2,6.00,,,Evening,
466,League Match,Apr 14,2015,Ahmedabad,Mumbai,Rajasthan,164,5,20,20,165,3,19.1,20,Rajasthan,Chasing,7,wicket,8.20,8.61,5,27,1,45,3,83,3,164,5,33,1,8.8,69,1,9.6,113,3,10.40,165,3,Evening,
467,League Match,Apr 15,2015,Pune,Punjab,Delhi,165,7,20,20,169,5,19.5,20,Delhi,Chasing,5,wicket,8.25,8.52,1,33,1,73,1,115,3,165,7,40,1,8.4,69,2,9.7,120,2,9.20,169,5,Evening,
468,League Match,Apr 16,2015,Visakhapatnam,Hyderabad,Rajasthan,127,5,20,20,131,4,20,20,Rajasthan,Chasing,6,wicket,6.35,6.55,0,35,2,55,3,90,4,127,5,27,0,6.73,63,0,6.5,96,3,6.40,131,4,Evening,
469,League Match,Apr 17,2015,Mumbai,Mumbai,Chennai,183,7,20,20,189,4,16.4,20,Chennai,Chasing,6,wicket,9.15,11.34,20,20,3,62,4,132,5,183,7,72,0,7.46,128,2,5.6,168,4,3.20,,,Evening,
470,League Match,Apr 18,2015,Visakhapatnam,Delhi,Hyderabad,167,4,20,20,163,8,20,20,Delhi,FirstBatting,4,run,8.35,8.15,0,28,1,80,1,121,2,167,4,32,0,9.06,69,2,9.9,110,3,11.60,163,8,Afternoon,
471,League Match,Apr 18,2015,Pune,Punjab,Kolkata,155,9,20,20,159,6,17.5,20,Kolkata,Chasing,4,wicket,7.75,8.92,13,37,3,77,3,112,5,155,9,38,2,7.86,68,5,8.8,125,5,6.20,,,Evening,
472,League Match,Apr 19,2015,Ahmedabad,Chennai,Rajasthan,156,4,20,20,157,2,18.2,20,Rajasthan,Chasing,8,wicket,7.80,8.56,10,36,1,68,4,106,4,156,4,42,0,7.66,88,0,6.9,138,0,3.80,,,Afternoon,
473,League Match,Apr 19,2015,Bangalore,Mumbai,Bangalore,209,7,20,20,191,7,20,20,Mumbai,FirstBatting,18,run,10.45,9.55,0,45,0,83,1,133,2,209,7,26,1,12.26,60,2,15,129,6,16.20,191,7,Evening,
474,League Match,Apr 20,2015,Delhi,Delhi,Kolkata,146,8,20,20,147,4,18.1,20,Kolkata,Chasing,6,wicket,7.30,8.09,11,26,2,69,3,103,5,146,8,35,2,7.46,79,3,6.8,119,3,5.60,,,Evening,
475,League Match,Apr 21,2015,Ahmedabad,Rajasthan,Punjab,191,6,20,20,191,6,20,20,Match tied,Match Tied,,,9.55,9.55,0,34,0,90,0,136,2,191,6,33,1,10.6,67,3,12.5,120,4,14.40,191,6,Evening,
476,League Match,Apr 22,2015,Visakhapatnam,Hyderabad,Kolkata,176,4,20,20,101,4,12,12,Hyderabad,FirstBatting,16,run,8.80,8.42,0,36,0,80,0,133,1,176,4,40,1,11.14,86,3,16,,,,,,Afternoon,D/L
477,League Match,Apr 22,2015,Bangalore,Chennai,Bangalore,181,8,20,20,154,8,20,20,Chennai,FirstBatting,27,run,9.05,7.70,0,38,1,81,2,134,4,181,8,34,2,9.86,75,3,10.7,111,5,14.20,154,8,Evening,
478,League Match,Apr 23,2015,Delhi,Delhi,Mumbai,190,4,20,20,153,9,20,20,Delhi,FirstBatting,37,run,9.50,7.65,0,43,1,65,1,137,1,190,4,38,1,10.2,81,3,11,120,4,14.20,153,9,Evening,
479,League Match,Apr 24,2015,Ahmedabad,Rajasthan,Bangalore,130,9,20,20,134,1,16.1,20,Bangalore,Chasing,9,wicket,6.50,8.29,23,36,1,73,3,100,5,130,9,37,1,6.26,83,1,4.8,124,1,1.40,,,Evening,
480,League Match,Apr 25,2015,Mumbai,Mumbai,Hyderabad,157,8,20,20,137,8,20,20,Mumbai,FirstBatting,20,run,7.85,6.85,0,36,0,72,2,112,4,157,8,45,1,7.53,74,3,8.4,104,4,10.80,137,8,Afternoon,
481,League Match,Apr 25,2015,Chennai,Chennai,Punjab,192,3,20,20,95,9,20,20,Chennai,FirstBatting,97,run,9.60,4.75,0,51,1,97,1,138,2,192,3,35,1,10.53,57,5,13.6,79,7,22.80,95,9,Evening,
482,League Match,Apr 26,2015,Delhi,Delhi,Bangalore,95,10,18.2,20,99,0,10.3,20,Bangalore,Chasing,10,wicket,5.18,9.43,57,34,1,54,4,85,7,95,10,43,0,3.53,90,0,0.6,,,,,,Evening,
483,League Match,Apr 27,2015,Mohali,Hyderabad,Punjab,150,6,20,20,130,9,20,20,Hyderabad,FirstBatting,20,run,7.50,6.50,0,46,1,76,3,104,3,150,6,21,2,8.66,61,4,9,93,5,11.60,130,9,Evening,
484,League Match,Apr 28,2015,Chennai,Chennai,Kolkata,134,6,20,20,132,9,20,20,Chennai,FirstBatting,2,run,6.70,6.60,0,48,1,73,3,99,5,134,6,52,1,5.53,70,3,6.5,90,4,9.00,132,9,Evening,
485,League Match,Apr 30,2015,Kolkata,Chennai,Kolkata,165,9,20,20,169,3,19.5,20,Kolkata,Chasing,7,wicket,8.25,8.52,1,64,2,88,5,121,5,165,9,36,1,8.66,66,3,10,118,3,9.60,169,3,Evening,
486,League Match,May 1,2015,Delhi,Punjab,Delhi,118,8,20,20,119,1,13.5,20,Delhi,Chasing,9,wicket,5.90,8.60,37,16,4,46,6,74,6,118,8,33,0,5.73,75,0,4.4,,,,,,Afternoon,
487,League Match,May 1,2015,Mumbai,Mumbai,Rajasthan,187,5,20,20,179,7,20,20,Mumbai,FirstBatting,8,run,9.35,8.95,0,43,1,81,2,120,4,187,5,49,1,9.26,87,2,10.1,127,3,12.20,179,7,Evening,
488,League Match,May 2,2015,Bangalore,Kolkata,Bangalore,111,4,10,10,115,3,9.4,10,Bangalore,Chasing,7,wicket,11.10,11.90,2,44,1,111,4,,,,,52,2,12.2,115,3,,,,,,,Afternoon,
489,League Match,May 2,2015,Hyderabad,Hyderabad,Chennai,192,7,20,20,170,6,20,20,Hyderabad,FirstBatting,22,run,9.60,8.50,0,62,0,107,2,143,3,192,7,48,1,9.66,87,3,10.6,130,5,12.60,170,6,Evening,
490,League Match,May 3,2015,Mohali,Mumbai,Punjab,172,3,20,20,149,7,20,20,Mumbai,FirstBatting,23,run,8.60,7.45,0,46,0,96,0,123,1,172,3,42,2,8.73,73,2,10,113,3,12.00,149,7,Afternoon,
491,League Match,May 3,2015,Mumbai (BS),Rajasthan,Delhi,189,2,20,20,175,7,20,20,Rajasthan,FirstBatting,14,run,9.45,8.75,0,36,0,74,1,114,1,189,2,41,2,9.93,67,3,12.3,120,4,14.00,175,7,Evening,
492,League Match,May 4,2015,Chennai,Chennai,Bangalore,148,9,20,20,124,10,19.4,20,Chennai,FirstBatting,24,run,7.40,6.31,2,29,1,68,2,101,4,148,9,34,2,7.66,71,3,7.8,100,5,9.80,124,10,Afternoon,
493,League Match,May 4,2015,Kolkata,Kolkata,Hyderabad,167,7,20,20,132,9,20,20,Kolkata,FirstBatting,35,run,8.35,6.60,0,45,0,77,1,111,5,167,7,29,3,9.26,63,4,10.5,88,7,16.00,132,9,Evening,
494,League Match,May 5,2015,Mumbai,Delhi,Mumbai,152,6,20,20,153,5,19.3,20,Mumbai,Chasing,5,wicket,7.60,7.85,3,43,1,69,3,95,4,152,6,36,3,7.8,61,4,9.2,99,4,10.80,153,5,Evening,
495,League Match,May 6,2015,Bangalore,Bangalore,Punjab,226,3,20,20,88,10,13.4,20,Bangalore,FirstBatting,138,run,11.30,6.44,38,58,0,104,0,171,1,226,3,29,3,13.2,63,8,16.4,,,,,,Evening,
496,League Match,May 7,2015,Mumbai (BS),Hyderabad,Rajasthan,201,4,20,20,194,7,20,20,Hyderabad,FirstBatting,7,run,10.05,9.70,0,49,1,88,1,133,3,201,4,35,2,11.13,68,3,13.4,126,5,15.20,194,7,Afternoon,
497,League Match,May 7,2015,Kolkata,Kolkata,Delhi,171,7,20,20,158,6,20,20,Kolkata,FirstBatting,13,run,8.55,7.90,0,39,1,72,2,109,4,171,7,34,0,9.2,64,1,10.8,106,4,13.20,158,6,Evening,
498,League Match,May 8,2015,Chennai,Chennai,Mumbai,158,5,20,20,159,4,19.2,20,Mumbai,Chasing,6,wicket,7.90,8.22,4,44,1,67,3,103,3,158,5,50,0,7.26,84,0,7.5,101,3,11.60,159,4,Evening,
499,League Match,May 9,2015,Kolkata,Punjab,Kolkata,183,5,20,20,184,9,19.5,20,Kolkata,Chasing,1,wicket,9.15,9.28,1,41,0,75,1,134,2,183,5,55,1,8.6,74,3,11,136,5,9.60,184,9,Afternoon,
500,League Match,May 9,2015,Raipur,Hyderabad,Delhi,163,4,20,20,157,4,20,20,Hyderabad,FirstBatting,6,run,8.15,7.85,0,32,2,62,2,99,4,163,4,34,1,8.66,65,3,9.9,104,4,12.00,157,4,Evening,
501,League Match,May 10,2015,Mumbai,Bangalore,Mumbai,235,1,20,20,196,7,20,20,Bangalore,FirstBatting,39,run,11.75,9.80,0,29,1,88,1,147,1,235,1,35,1,13.4,83,2,15.3,135,3,20.20,196,7,Afternoon,
502,League Match,May 10,2015,Chennai,Chennai,Rajasthan,157,5,20,20,145,9,20,20,Chennai,FirstBatting,12,run,7.85,7.25,0,23,2,60,2,108,2,157,5,32,0,8.4,63,3,9.5,93,5,13.00,145,9,Evening,
503,League Match,May 11,2015,Hyderabad,Hyderabad,Punjab,185,5,20,20,180,7,20,20,Hyderabad,FirstBatting,5,run,9.25,9.00,0,53,0,86,1,140,2,185,5,42,1,9.6,70,4,11.6,104,6,16.40,180,7,Evening,
504,League Match,May 12,2015,Raipur,Chennai,Delhi,119,6,20,20,120,4,16.4,20,Delhi,Chasing,6,wicket,5.95,7.20,20,16,0,46,3,83,3,119,6,24,2,6.4,66,2,5.4,97,3,4.60,,,Evening,
505,League Match,May 13,2015,Mohali,Punjab,Bangalore,106,6,10,10,84,6,10,10,Punjab,FirstBatting,22,run,10.60,8.40,0,56,3,106,6,,,,,49,2,11.6,84,6,,,,,,,Evening,
506,League Match,May 14,2015,Mumbai,Mumbai,Kolkata,171,4,20,20,166,7,20,20,Mumbai,FirstBatting,5,run,8.55,8.30,0,34,1,67,3,99,4,171,4,38,0,8.93,74,2,9.8,122,4,10.00,166,7,Evening,
507,League Match,May 15,2015,Hyderabad,Hyderabad,Bangalore,135,3,11,11,83,4,5.5,6,Bangalore,Chasing,6,wicket,12.27,14.23,1,50,1,125,2,,,,,68,3,14,,,,,,,,,Evening,
508,League Match,May 16,2015,Mohali,Punjab,Chennai,130,7,20,20,134,3,16.5,20,Chennai,Chasing,7,wicket,6.50,7.96,19,35,2,56,5,86,6,130,7,40,2,6.06,76,2,5.5,111,3,4.00,,,Afternoon,
509,League Match,May 16,2015,Mumbai (BS),Rajasthan,Kolkata,199,6,20,20,190,9,20,20,Rajasthan,FirstBatting,9,run,9.95,9.50,0,52,0,107,1,146,4,199,6,44,2,10.4,97,3,10.3,144,5,11.20,190,9,Evening,
510,League Match,May 17,2015,Hyderabad,Hyderabad,Mumbai,113,10,20,20,114,1,13.5,20,Mumbai,Chasing,9,wicket,5.65,8.24,37,21,2,54,5,80,6,113,10,37,0,5.13,73,0,4.1,,,,,,Evening,
511,Qualifier 1,May 19,2015,Mumbai,Mumbai,Chennai,187,6,20,20,162,10,19,20,Mumbai,FirstBatting,25,run,9.35,8.53,6,35,0,86,0,135,2,187,6,46,1,9.46,86,2,10.2,121,6,13.40,,,Evening,
512,Eliminator,May 20,2015,Pune,Bangalore,Rajasthan,180,4,20,20,109,10,19,20,Bangalore,FirstBatting,71,run,9.00,5.74,6,38,0,60,2,113,2,180,4,34,2,9.8,68,3,11.3,92,7,17.80,,,Evening,
513,Qualifier 2,May 22,2015,Ranchi,Bangalore,Chennai,139,8,20,20,140,7,19.5,20,Chennai,Chasing,3,wicket,6.95,7.06,1,25,2,46,3,90,4,139,8,28,1,7.46,62,3,7.8,91,3,9.80,140,7,Evening,
514,Final,May 24,2015,Kolkata,Mumbai,Chennai,202,5,20,20,161,8,20,20,Mumbai,FirstBatting,41,run,10.10,8.05,0,47,1,98,1,146,3,202,5,26,1,11.8,67,1,13.6,112,4,18.20,161,8,Evening,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
